"clipID","subplotID","offsetEasting","offsetNorthing","status","date"
"WOOD_046_161",31,9.2,13.5,"",""
"WOOD_046_137",31,15.2,10.5,"",""
"WOOD_046_203",31,12.2,16.5,"",""
"WOOD_046_029",31,15.2,1.5,"",""
"WOOD_046_031",31,16.2,1.5,"",""
"WOOD_046_177",31,17.2,13.5,"",""
"WOOD_046_048",31,6.7,4.5,"",""
"WOOD_046_116",31,4.7,10.5,"",""
"WOOD_046_157",31,7.2,13.5,"",""
"WOOD_046_094",31,11.7,7.5,"",""
"WOOD_046_075",31,2.2,7.5,"",""
"WOOD_046_204",31,12.7,16.5,"",""
"WOOD_046_121",31,7.2,10.5,"",""
"WOOD_046_039",31,2.2,4.5,"",""
"WOOD_046_176",31,16.7,13.5,"",""
"WOOD_046_151",31,4.2,13.5,"",""
"WOOD_046_102",31,15.7,7.5,"",""
"WOOD_046_019",31,10.2,1.5,"",""
"WOOD_046_140",31,16.7,10.5,"",""
"WOOD_046_008",31,4.7,1.5,"",""
"WOOD_046_096",31,12.7,7.5,"",""
"WOOD_046_026",31,13.7,1.5,"",""
"WOOD_046_160",31,8.7,13.5,"",""
"WOOD_046_166",31,11.7,13.5,"",""
"WOOD_046_028",31,14.7,1.5,"",""
"WOOD_046_208",31,14.7,16.5,"",""
"WOOD_046_196",31,8.7,16.5,"",""
"WOOD_046_066",31,15.7,4.5,"",""
"WOOD_046_030",31,15.7,1.5,"",""
"WOOD_046_169",31,13.2,13.5,"",""
"WOOD_046_149",31,3.2,13.5,"",""
"WOOD_046_205",31,13.2,16.5,"",""
"WOOD_046_060",31,12.7,4.5,"",""
"WOOD_046_159",31,8.2,13.5,"",""
"WOOD_046_187",31,4.2,16.5,"",""
"WOOD_046_148",31,2.7,13.5,"",""
"WOOD_046_139",31,16.2,10.5,"",""
"WOOD_046_012",31,6.7,1.5,"",""
"WOOD_046_021",31,11.2,1.5,"",""
"WOOD_046_188",31,4.7,16.5,"",""
"WOOD_046_186",31,3.7,16.5,"",""
"WOOD_046_136",31,14.7,10.5,"",""
"WOOD_046_093",31,11.2,7.5,"",""
"WOOD_046_120",31,6.7,10.5,"",""
"WOOD_046_167",31,12.2,13.5,"",""
"WOOD_046_038",31,1.7,4.5,"",""
"WOOD_046_194",31,7.7,16.5,"",""
"WOOD_046_022",31,11.7,1.5,"",""
"WOOD_046_082",31,5.7,7.5,"",""
"WOOD_046_115",31,4.2,10.5,"",""
"WOOD_046_025",31,13.2,1.5,"",""
"WOOD_046_054",31,9.7,4.5,"",""
"WOOD_046_193",31,7.2,16.5,"",""
"WOOD_046_081",31,5.2,7.5,"",""
"WOOD_046_135",31,14.2,10.5,"",""
"WOOD_046_049",31,7.2,4.5,"",""
"WOOD_046_173",31,15.2,13.5,"",""
"WOOD_046_098",31,13.7,7.5,"",""
"WOOD_046_079",31,4.2,7.5,"",""
"WOOD_046_011",31,6.2,1.5,"",""
"WOOD_046_180",31,18.7,13.5,"",""
"WOOD_046_072",31,18.7,4.5,"",""
"WOOD_046_071",31,18.2,4.5,"",""
"WOOD_046_037",31,1.2,4.5,"",""
"WOOD_046_064",31,14.7,4.5,"",""
"WOOD_046_067",31,16.2,4.5,"",""
"WOOD_046_150",31,3.7,13.5,"",""
"WOOD_046_201",31,11.2,16.5,"",""
"WOOD_046_058",31,11.7,4.5,"",""
"WOOD_046_178",31,17.7,13.5,"",""
"WOOD_046_144",31,18.7,10.5,"",""
"WOOD_046_147",31,2.2,13.5,"",""
"WOOD_046_080",31,4.7,7.5,"",""
"WOOD_046_206",31,13.7,16.5,"",""
"WOOD_046_073",31,1.2,7.5,"",""
"WOOD_046_040",31,2.7,4.5,"",""
"WOOD_046_143",31,18.2,10.5,"",""
"WOOD_046_125",31,9.2,10.5,"",""
"WOOD_046_100",31,14.7,7.5,"",""
"WOOD_046_045",31,5.2,4.5,"",""
"WOOD_046_078",31,3.7,7.5,"",""
"WOOD_046_091",31,10.2,7.5,"",""
"WOOD_046_154",31,5.7,13.5,"",""
"WOOD_046_017",31,9.2,1.5,"",""
"WOOD_046_018",31,9.7,1.5,"",""
"WOOD_046_041",31,3.2,4.5,"",""
"WOOD_046_076",31,2.7,7.5,"",""
"WOOD_046_141",31,17.2,10.5,"",""
"WOOD_046_153",31,5.2,13.5,"",""
"WOOD_046_083",31,6.2,7.5,"",""
"WOOD_046_016",31,8.7,1.5,"",""
"WOOD_046_156",31,6.7,13.5,"",""
"WOOD_046_097",31,13.2,7.5,"",""
"WOOD_046_197",31,9.2,16.5,"",""
"WOOD_046_171",31,14.2,13.5,"",""
"WOOD_046_119",31,6.2,10.5,"",""
"WOOD_046_124",31,8.7,10.5,"",""
"WOOD_046_126",31,9.7,10.5,"",""
"WOOD_046_092",31,10.7,7.5,"",""
"WOOD_046_007",31,4.2,1.5,"",""
"WOOD_046_170",31,13.7,13.5,"",""
"WOOD_046_010",31,5.7,1.5,"",""
"WOOD_046_210",31,15.7,16.5,"",""
"WOOD_046_061",31,13.2,4.5,"",""
"WOOD_046_027",31,14.2,1.5,"",""
"WOOD_046_118",31,5.7,10.5,"",""
"WOOD_046_138",31,15.7,10.5,"",""
"WOOD_046_006",31,3.7,1.5,"",""
